2026-06-12 10:05:13,Login Page,Login User- Action Log Error,"Post ""http://auth_service-backend:8001/api/auth/insert-actionlog"": dial tcp: lookup auth_service-backend: no such host"
2026-06-16 13:03:41,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:04:08,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:04:08,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:04:57,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:05:40,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:05:40,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:05:41,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:05:41,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:05:42,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:05:42,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:06:28,Office Page,SaveUpdateOffice,"pq: insert or update on table ""m_emp_personal_details"" violates foreign key constraint ""fk_emp_designation"" (23503)"
2026-06-16 13:06:38,Office Page,SaveUpdateOffice,"pq: insert or update on table ""m_emp_personal_details"" violates foreign key constraint ""fk_emp_district"" (23503)"
2026-06-16 13:06:50,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:16,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:16,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:26,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:27,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:30,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:30,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:57,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:09:57,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:11:11,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 13:11:11,Office Page,GetOfficeList,"pq: function public.f_get_employeelist(unknown, unknown) does not exist at position 5:7 (42883)"
2026-06-16 14:15:12,Office Page,SaveUpdateOffice Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:18:52,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:19:31,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:21:51,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:22:57,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:24:20,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:24:39,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:25:05,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:25:41,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:26:41,Office Page,SaveUpdateOffice,json: cannot unmarshal number into Go struct field OfficeModel.office_id of type string
2026-06-16 14:26:45,Office Page,SaveUpdateOffice,"pq: duplicate key value violates unique constraint ""m_emp_personal_details_emp_code_key"" (23505)"
2026-06-16 14:26:50,Office Page,SaveUpdateOffice,"pq: duplicate key value violates unique constraint ""m_emp_personal_details_emp_code_key"" (23505)"
2026-06-16 14:34:12,Office Page,SaveUpdateOffice Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:34:17,Office Page,SaveUpdateOffice Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:35:34,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:35:34,Office Page,SaveUpdateOffice,"pq: invalid input syntax for type date: """" (22007)"
2026-06-16 14:40:59,Office Page,GetOfficeList,EOF
2026-06-16 14:40:59,Office Page,GetOfficeList,EOF
2026-06-16 14:43:43,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:43:43,Office Page,SaveUpdateOffice,"pq: invalid input syntax for type date: """" (22007)"
2026-06-16 14:46:47,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:46:47,Office Page,SaveUpdateOffice,"pq: invalid input syntax for type date: """" (22007)"
2026-06-16 14:48:31,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:48:31,Office Page,SaveUpdateOffice,"pq: insert or update on table ""m_emp_personal_details"" violates foreign key constraint ""fk_emp_action_log"" (23503)"
2026-06-16 14:49:49,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:49:54,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:53:49,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 14:53:52,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:09:59,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:11:41,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:12:07,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:13:59,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:16:12,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:18:55,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:19:14,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 15:23:01,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-16 16:01:31,Office Page,SaveUpdateOffice,"pq: duplicate key value violates unique constraint ""m_emp_personal_details_emp_code_key"" (23505)"
2026-06-16 16:01:56,Office Page,SaveUpdateOffice,"pq: duplicate key value violates unique constraint ""m_emp_personal_details_emp_code_key"" (23505)"
2026-06-16 16:03:35,Office Page,SaveUpdateOffice,"pq: duplicate key value violates unique constraint ""m_emp_personal_details_emp_code_key"" (23505)"
2026-06-17 11:10:20,Office Page,GetOfficeList,"pq: missing FROM-clause entry for table ""ol"" (42P01)"
2026-06-17 11:10:20,Office Page,GetOfficeList,"pq: missing FROM-clause entry for table ""ol"" (42P01)"
2026-06-17 11:11:03,Office Page,GetOfficeList,"sql: expected 29 destination arguments in Scan, not 30"
2026-06-17 11:11:03,Office Page,GetOfficeList,"sql: expected 29 destination arguments in Scan, not 30"
2026-06-17 11:11:04,Office Page,GetOfficeList,"sql: expected 29 destination arguments in Scan, not 30"
2026-06-17 11:11:04,Office Page,GetOfficeList,"sql: expected 29 destination arguments in Scan, not 30"
2026-06-17 12:10:10,Office Page,SaveUpdateOffice,"pq: insert or update on table ""m_emp_personal_details"" violates foreign key constraint ""fk_emp_district"" (23503)"
2026-06-17 12:10:40,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""coalesce"": converting NULL to string is unsupported"
2026-06-17 12:10:43,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""coalesce"": converting NULL to string is unsupported"
2026-06-17 12:10:43,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""coalesce"": converting NULL to string is unsupported"
2026-06-17 12:16:05,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""dob"": converting NULL to string is unsupported"
2026-06-17 12:16:05,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""dob"": converting NULL to string is unsupported"
2026-06-17 12:16:06,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""dob"": converting NULL to string is unsupported"
2026-06-17 12:16:06,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""dob"": converting NULL to string is unsupported"
2026-06-17 12:53:32,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""dob"": converting NULL to string is unsupported"
2026-06-17 12:53:32,Office Page,GetOfficeList,"sql: Scan error on column index 12, name ""dob"": converting NULL to string is unsupported"
2026-06-17 12:54:27,Office Page,GetOfficeList,"pq: invalid input syntax for type date: """" at position 3:80 (22007)"
2026-06-17 12:54:27,Office Page,GetOfficeList,"pq: invalid input syntax for type date: """" at position 3:80 (22007)"
2026-06-17 12:55:23,Office Page,GetOfficeList,"pq: syntax error at or near ""FROM"" at position 6:2 (42601)"
2026-06-17 12:55:23,Office Page,GetOfficeList,"pq: syntax error at or near ""FROM"" at position 6:2 (42601)"
2026-06-17 16:58:43,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:58:43,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:59:58,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:59:58,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:59:59,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:59:59,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:59:59,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-17 16:59:59,Office Page,GetOfficeList,"pq: column reference ""status"" is ambiguous (42702)"
2026-06-18 12:06:59,Employee Page,SaveUpdateEmployee,"pq: function digest(unknown, unknown) does not exist (42883)"
2026-06-18 14:52:27,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:52:27,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:52:27,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:52:27,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:53:49,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:54:17,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:54:22,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:56:03,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:56:09,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:56:09,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:15,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:15,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:16,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:16,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:17,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:17,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:52,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:57:52,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:59:34,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 14:59:34,User Management,GetUsersListHandler,pq: operator does not exist: integer = character varying (42883)
2026-06-18 15:00:19,User Management,GetUsersListHandler,"pq: invalid input syntax for type integer: """" (22P02)"
2026-06-18 15:00:19,User Management,GetUsersListHandler,"pq: invalid input syntax for type integer: """" (22P02)"
2026-06-18 15:00:20,User Management,GetUsersListHandler,"pq: invalid input syntax for type integer: """" (22P02)"
2026-06-18 15:00:20,User Management,GetUsersListHandler,"pq: invalid input syntax for type integer: """" (22P02)"
2026-06-18 15:03:19,User Management,GetUsersListHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-18 15:03:21,User Management,GetUsersListHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-18 15:03:24,User Management,GetUsersListHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-18 15:03:46,User Management,GetUsersListHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-18 15:04:35,User Management,GetUsersListHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-19 11:50:04,User Management Page,UpdateUserHandler,pq: syntax error at end of input at column 76 (42601)
2026-06-19 11:57:52,User Management Page,UpdateUserHandler,pq: syntax error at end of input at column 76 (42601)
2026-06-19 12:00:55,User Management Page,UpdateUserHandler,pq: syntax error at end of input at column 76 (42601)
2026-06-19 12:08:50,User Management Page,UpdateUserHandler,pq: syntax error at end of input at column 76 (42601)
2026-06-19 12:19:46,User Management Page,UpdateUserHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-19 12:23:01,User Management Page,UpdateUserHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-19 12:25:11,User Management Page,UpdateUserHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-19 12:25:48,User Management Page,UpdateUserHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-19 12:28:30,User Management Page,UpdateUserHandler,json: cannot unmarshal string into Go struct field EmployeePersonalModel.role_id of type int
2026-06-19 13:32:40,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 13:35:11,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 13:37:14,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 13:38:15,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 14:42:14,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 14:42:27,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 14:52:49,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 15:07:14,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 15:07:28,Office Page,SaveUpdateOffice,"pq: relation ""public.mdf_office"" does not exist (42P01)"
2026-06-19 15:08:20,Office Page,GetOfficeList,pq: column o.office_nhgame does not exist (42703)
2026-06-19 15:08:20,Office Page,GetOfficeList,pq: column o.office_nhgame does not exist (42703)
2026-06-19 15:08:26,Office Page,GetOfficeList,pq: column o.office_nhgame does not exist (42703)
2026-06-19 15:08:54,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 15:09:21,Employee Page,SaveUpdateEmployee,"pq: relation ""puxcblic.m_emp_personal_details_log"" does not exist (42P01)"
2026-06-19 15:13:13,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 17:02:13,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 17:04:13,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 17:08:41,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 17:12:57,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 17:15:45,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-19 17:25:04,Employee Page,SaveUpdateEmployee,"pq: column ""fdgreligion_id"" of relation ""m_emp_personal_details"" does not exist (42703)"
2026-06-22 10:09:28,Office Page,GetDistrict Stateid fetch,EOF
2026-06-22 10:09:28,Office Page,GetDistrict Stateid fetch,EOF
2026-06-22 10:12:29,Office Page,GetDistrict Stateid fetch,EOF
2026-06-22 10:19:21,Office Page,GetDistrict Stateid fetch,EOF
2026-06-22 11:02:58,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:02:58,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:03:47,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:05:24,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:11:18,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:11:19,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:17:50,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:17:50,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:18:02,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:18:02,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:19:03,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:19:03,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:19:04,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:19:04,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:21:15,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-22 11:21:15,Employee Page,GetEmployeeListHandler,pq: column p.empdf_code does not exist (42703)
2026-06-23 13:04:15,Office Page,SaveUpdateOffice,"pq: relation ""public.m_emp_persosanal_details"" does not exist (42P01)"
2026-06-23 15:51:32,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-23 15:51:32,Employee Page,SaveUpdateEmployee,sql: no rows in result set
2026-06-23 15:56:08,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-23 15:56:08,Employee Page,SaveUpdateEmployee,sql: no rows in result set
2026-06-23 15:56:24,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-23 15:56:24,Employee Page,SaveUpdateEmployee,sql: no rows in result set
2026-06-23 16:00:21,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-23 16:00:21,Employee Page,SaveUpdateEmployee,sql: no rows in result set
2026-06-23 16:08:54,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-23 16:08:54,Employee Page,SaveUpdateEmployee,sql: no rows in result set
2026-06-23 16:09:04,Employee Page,SaveUpdateEmployee Action Log Error,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-23 16:09:04,Employee Page,SaveUpdateEmployee,sql: no rows in result set
